"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_13_length_6876_cov_4.414473_4",9.66096985348685,-3.41746621035309,0.943187407691163,-3.62331619621464,0.000290849908192711,0.00379523660690489
"NODE_14_length_6779_cov_6.132309_1",446.642391683377,-0.346521851328278,0.113827957496155,-3.04425959097072,0.00233253774683299,0.020914654098698
"NODE_14_length_6779_cov_6.132309_2",40.8921897372129,-2.08395674815312,0.391843988355218,-5.31833283164714,1.04722373535158e-07,3.5761576494453e-06
"NODE_14_length_6779_cov_6.132309_3",0.522963161975658,-2.52601525458096,3.42264867175017,-0.738029373400246,0.460496599811795,NA
"NODE_15_length_6718_cov_2.778196_1",16.8657339084636,0.620566684864324,0.591180188811327,1.04970818814494,0.293852297974013,0.619754189550973
"NODE_15_length_6718_cov_2.778196_2",307.63708502122,1.00014248647985,0.145851601037008,6.85726093761611,7.01933502366982e-12,4.97030854984856e-10
"NODE_15_length_6718_cov_2.778196_3",235.110123678149,-0.572519664201687,0.157602817798311,-3.63267403590688,0.00028049926684923,0.00369017478109028
"NODE_15_length_6718_cov_2.778196_4",2.84640742309645,1.17487713459228,1.39053788968393,0.844908393585257,0.398161987695842,0.718033696912165
"NODE_16_length_6675_cov_2.181873_1",17.7244127519972,0.0598966259646933,0.57950425164736,0.103358389165265,0.917678535851363,0.969599510866367
"NODE_16_length_6675_cov_2.181873_2",13.1081768065495,-0.119785667678461,0.634449260956941,-0.188802596282936,0.850247536901524,0.94439259289062
"NODE_16_length_6675_cov_2.181873_3",35.8499769632664,-0.288563115281012,0.389492098410384,-0.740870267866054,0.458772104505408,0.762703556500141
"NODE_16_length_6675_cov_2.181873_4",2.52306333132979,-0.575013750980294,1.50849228344909,-0.381184416578887,0.703066411566209,0.891328270587493
"NODE_16_length_6675_cov_2.181873_5",0.17875527262744,0.919094007175239,4.0804728567969,0.225242034301072,0.821790990845529,NA
"NODE_16_length_6675_cov_2.181873_6",43.5360534794485,-0.697260942267167,0.390484236244598,-1.78563147381551,0.0741589473604469,0.274560458406795
"NODE_16_length_6675_cov_2.181873_7",45.1130021583176,-1.03054809055298,0.393969130476635,-2.61580923689679,0.00890162746218076,0.0614940261555242
"NODE_16_length_6675_cov_2.181873_8",1.09940421690688,3.56800112813901,2.84255316297065,1.25520999030682,0.209402539824823,NA
