UniqueCount	AmbigCount
0	0
146	0
80	0
3	0
0	0
4	0
33	1
24	1
0	0
9	0
16	0
8	0
12	0
6	0
3	0
19	0
1	0
85	0
88	0
9	0
5	0
82	2
123	2
2	0
5	0
3	0
4	0
0	0
9	2
0	2
2	0
13	0
0	0
45	0
20	2
95	2
82	0
40	0
2	0
19	0
25	0
0	0
0	0
16	0
0	0
14	0
2	0
17	0
0	0
2	0
1	0
35	0
10	0
26	0
19	0
7	0
2	0
0	0
4	0
5	0
5	0
6	0
25	3
21	3
2	0
7	1
29	2
0	0
90	0
187	0
5	0
1	0
0	0
49	0
15	0
7	0
0	0
34	0
2	0
11	1
0	0
0	0
69	2
0	0
6	0
0	0
5	0
0	0
9	0
0	0
11	0
16	0
19	0
123	0
8	0
16	0
16	0
12	0
88	0
372	4
0	0
0	0
232	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
55	0
0	0
3	0
0	0
41	0
2	0
1	0
13	0
28	0
0	0
38	0
0	0
28	0
384	2
203	2
345	0
77	0
1335	2
203	2
14	0
8	0
4	0
13	0
14	0
0	0
2	0
4	0
161	0
36	0
97	0
30	0
0	0
217	3
1817	8
745	2
88	6
164	6
0	0
0	0
0	0
0	0
0	0
0	0
1	0
58	0
2	0
582	0
19	0
478	0
56	0
2	0
8	0
215	1
282	0
1	0
14	0
16	0
37	2
1	2
0	0
46	0
47	0
0	0
1	0
4	0
0	0
0	0
2	0
0	0
0	0
64	0
12	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
153	0
0	0
0	0
3	0
0	0
2	0
0	0
16	0
0	0
0	0
0	0
3	0
4	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
5	0
15	0
557	0
195	1
15	0
6	0
0	0
7	0
0	0
3	0
0	0
71	0
14	0
383	0
120	0
110	1
1	0
0	0
4	0
0	0
58	0
4	0
0	0
4	0
0	0
0	0
3	0
0	0
40	0
230	0
0	0
164	0
3	0
6	0
20	0
97	0
60	0
0	0
2	0
0	0
1	0
0	0
1	0
0	0
11	0
0	0
997	0
666	20
1470	20
76	0
1492	0
0	0
0	0
4	0
49	0
307	0
2	0
71	0
159	7
1	0
0	0
1	0
0	0
40	0
97	0
0	0
1	0
1	0
0	0
8	0
0	0
0	0
14	0
34	0
33	0
1	0
0	0
23	0
0	0
22	0
25	0
380	1
27	0
476	0
829	0
44	0
0	0
15	0
23	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1018	1
2	0
1135	1
0	0
12	0
89	0
6	0
6	0
0	0
40	0
384	0
8	0
224	0
0	0
39	2
6	2
0	0
20	0
74	0
117	0
26	0
0	0
0	0
0	0
3	0
15	0
13	0
11	0
2	0
133	0
0	0
198	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
9	0
21	0
5	0
7	0
1	0
4	0
0	0
6	0
56	0
0	0
19	0
14	0
11672	9
0	0
69	0
0	0
0	0
0	0
0	0
0	0
41	0
19	0
0	0
5	0
5	0
25	0
134	0
0	0
16	0
0	0
0	0
0	0
6	0
0	0
2	0
1	0
0	0
17	0
0	0
5	0
0	0
1	0
0	0
0	0
75	0
55	0
18	0
0	0
0	0
19	0
32	0
20	0
0	0
7	0
54	0
3	0
18	0
1	1
2	1
846	4
476	118
4415	138
2891	20
14	0
42	0
40	0
1	0
2	0
0	0
0	0
0	0
3	0
5	0
5	0
39	0
52	0
9	0
12	0
26	3
0	0
2	0
12	0
4	0
83	0
792	0
65	7
3	0
59	4
623	4
46	0
0	0
0	0
1	0
0	0
2	0
0	0
1	0
0	0
53	0
7	0
0	0
0	0
0	0
0	0
10	0
37	0
8	0
4	0
0	0
7	0
219	0
254	0
176	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
122	1
0	0
0	0
4	0
0	0
3	0
7	0
118	0
0	0
0	0
1	1
68	25
96	24
1454	0
474	0
0	0
1	0
0	0
1	0
0	0
0	0
25	0
2	0
0	0
1	0
116	0
157	0
0	0
0	0
5	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
6995	2
2	0
2	0
3	0
0	0
0	0
1	0
0	0
3	0
18	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
75	0
58	0
0	0
2	0
0	0
1001	0
5	0
8	0
76	0
1	0
0	0
0	0
0	0
0	0
58	0
0	0
53	0
7	0
5	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
18	0
13	0
3	0
2	0
0	0
0	0
1	0
8	0
91	0
27	0
9	0
0	0
2	0
17	0
92	0
0	0
0	0
3	0
0	0
0	0
5	0
2	0
13	0
0	0
0	0
0	0
14	0
23	0
4	0
0	0
10	0
0	0
0	0
8	0
2	0
9	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
19	0
0	0
9	0
8	0
26	0
0	0
0	0
52	0
55	0
0	0
0	0
0	0
18	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
7	0
13	0
0	0
0	0
0	0
15	0
1	0
20	0
10	0
1	0
64	0
0	0
0	0
0	0
1	0
0	0
0	0
12	0
0	0
5	0
0	0
3	0
3	0
0	0
0	0
0	0
0	0
3	0
0	0
1	0
3	0
4	0
3	0
101	0
0	0
1	0
0	0
2	0
0	0
0	0
0	0
2	0
0	0
0	0
46	0
7	0
0	0
0	0
0	0
2	0
24	0
1	0
2	0
2	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
36	0
3	0
0	0
5	0
1	0
0	0
12	0
65	0
68	0
37	0
0	0
10	0
159	0
2	0
7	0
92	0
11	0
3	0
0	0
193	0
10	0
13	0
27	0
2	0
6	0
0	0
0	0
9	0
9	0
0	0
0	0
33	0
2	0
0	0
119	0
0	0
0	0
0	0
0	0
0	0
3	0
2	0
25	0
9	0
1	0
0	0
8	0
0	0
10	0
4	0
0	0
0	0
0	0
0	0
0	0
27	0
0	0
2	0
0	0
12	0
1	0
0	0
5	0
0	0
3	0
23	0
39	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
1	0
3	0
19	0
13	0
0	0
116	0
100	0
125	0
5	0
13	0
17	0
18	0
6	0
0	0
0	0
0	0
7	0
39	0
47	0
0	0
0	0
0	0
1	0
8	0
0	0
1	0
4	0
1	0
1	0
34	0
25	0
3	0
0	0
78	2
0	0
0	0
45	0
1	0
17	0
4	0
0	0
0	0
0	0
0	0
7	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
4	0
0	0
626	0
0	0
5	0
0	0
58	0
0	0
5	0
0	0
0	0
0	0
1	0
65	0
0	0
0	0
0	0
1	0
7	0
0	0
0	0
0	0
0	0
0	0
64	0
0	0
1	0
6	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
12	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
3	0
3	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	0
0	0
0	0
0	0
3	0
181	3
0	0
0	0
0	0
0	0
0	0
22	0
89	0
36	0
0	0
178	0
55	0
0	0
0	0
0	0
0	0
0	0
68	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
89	0
0	0
0	0
3	0
0	0
0	0
6	0
0	0
0	0
1	0
15	0
0	0
0	0
32	0
0	0
0	0
2	0
2	0
0	0
0	0
0	0
0	0
28	0
0	0
11	0
0	0
0	0
0	0
0	0
18	0
0	0
2	0
0	0
0	0
10	0
3	0
0	0
0	0
0	0
0	0
38	0
0	0
5	0
0	0
9	0
0	0
2	0
0	0
0	0
1	0
0	0
8	0
0	0
0	0
30	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
2	0
24	0
0	0
0	0
31	0
0	0
0	0
12	1
0	0
25	0
3	0
2	0
1	0
0	0
0	0
81	0
2	0
1	0
1	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
87	0
6	0
4	0
0	0
0	0
25	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
2	0
0	0
0	0
0	0
35	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
3	0
5	0
0	0
0	0
0	0
2	0
0	0
107	0
24	0
0	0
1	0
0	0
0	0
198	1
755	3
0	0
0	0
12	0
5	0
7	0
9	0
8	0
10	0
14	0
0	0
16	0
1	1
0	0
2	0
3	0
4	0
0	0
1	0
0	0
0	0
0	0
2	0
2	0
0	0
8	0
0	0
26	0
0	0
0	0
14	4
22	0
9	0
0	0
32	0
0	0
11	0
0	0
0	0
0	0
0	0
135	1
53	0
0	0
4	0
13	0
0	0
5	0
210	0
0	0
6	0
0	0
0	0
0	0
4	0
0	0
0	0
2	0
0	0
0	0
0	0
3	0
2	0
3	0
0	0
2	0
2	0
0	0
0	0
0	0
0	0
0	0
2	0
16	0
0	0
0	0
95	0
0	0
6	0
0	0
2	0
1	0
16	0
39	0
0	0
19	0
17	0
7	0
2	0
6	0
0	0
6	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
7	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
1	0
1	0
84	7
0	0
0	0
0	0
0	0
0	0
29	0
0	0
2	0
2	0
0	0
0	0
2	0
5	0
0	0
0	0
0	0
0	0
0	0
4	0
5	0
19	0
0	0
0	0
1	0
0	0
0	0
3	0
0	0
0	0
14	0
2	0
0	0
0	0
0	0
0	0
0	0
36	0
0	0
0	0
75	0
5	0
1	0
3	0
0	0
32	0
9	0
1	0
9	0
0	0
4	0
10	0
0	0
32	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
509	0
0	0
2	0
0	0
33	0
0	0
33	0
21	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
3	0
2	0
4	0
1	0
6	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
11	0
31	0
0	0
1	0
32	0
0	0
1	0
843	0
89	0
335	0
0	0
17	0
4	0
0	0
0	0
0	0
4	0
1	0
0	0
2	0
23	0
5	0
0	0
0	0
0	0
10	0
11	0
25	0
0	0
0	0
7	0
4	0
162	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
2	0
0	0
1	0
1167	0
70	0
8	0
0	0
0	0
42	0
3	0
1	0
2	0
0	0
0	0
0	0
0	0
16	0
2	0
28	0
4	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
21	0
9	0
39	0
23	4
0	0
0	0
0	0
3	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2
8	2
0	0
0	0
0	0
0	0
0	0
53	0
0	0
0	0
7	0
0	0
0	0
0	0
4	0
5	0
5	0
0	0
3	0
0	0
0	0
2	0
663	0
5	0
0	0
0	0
0	0
0	0
3	0
1	0
2	0
9	0
0	0
0	0
0	0
0	0
16	0
103	0
0	0
76	0
12	0
0	0
0	0
0	0
7	0
0	0
0	0
1	0
0	0
6	0
3	0
0	0
62	0
0	0
1	0
7	0
30	0
56	0
0	0
4	0
79	0
0	0
1	0
13	0
0	0
3	0
6	0
79	0
2	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
132	0
6	0
40	0
1	0
0	0
0	0
0	0
34	0
0	0
1	0
1	0
9	0
60	0
79	0
0	0
43	0
0	0
0	0
0	0
29	0
54	0
1	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
16	0
5	0
4	0
11	0
0	0
0	0
0	0
0	0
0	0
1	0
8	0
0	0
0	0
0	0
0	0
1	0
4	0
4199	76
6374	91
915	15
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
153	0
0	0
142	0
14	0
2	0
43	0
5	0
0	0
0	0
0	0
49	0
0	0
11	0
0	0
0	0
0	0
0	0
49	0
3	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
5	0
0	0
0	0
0	0
51	0
2	0
0	0
16	0
2	0
2	0
6	0
0	0
4	0
0	0
0	0
0	0
0	0
1	0
0	0
5	0
0	0
2	0
0	0
9	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
39	0
0	0
0	0
4	0
54	0
0	0
1	0
0	0
5	0
45	0
2	0
0	0
0	0
1	0
0	0
10	0
0	0
4	0
0	0
39	0
7	0
137	0
0	0
64	0
0	0
524	0
1	0
8	0
8	0
6	0
0	0
5	0
0	0
0	0
20	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
2	0
0	0
0	0
3	0
2	0
0	0
0	0
5	0
6	0
0	0
0	0
141	1
211	8
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
94	0
0	0
12	0
15	0
1	0
2	0
3	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
1	0
8	0
0	0
0	0
0	0
0	0
94	0
0	0
169	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
39	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
57	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
13	0
0	0
0	0
47	0
67	0
76	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
23	0
1	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
23	0
19	0
0	0
0	0
0	0
14	0
5	0
47	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
56	0
11	0
0	0
39	0
0	0
0	0
12	0
25	0
10	1
0	0
0	0
0	0
0	0
23	0
0	0
21	0
4	0
2	0
0	0
0	0
2	0
4	0
0	0
2	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
18	0
0	0
6	0
1	0
3	0
3	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
99	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	0
0	0
15	0
0	0
0	0
0	0
26	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
4	0
8	0
2	0
22	2
0	0
0	0
14	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
6	0
5	0
254	2
0	0
37	0
1	0
0	0
0	0
1	0
0	0
0	0
6	0
0	0
0	0
1	0
0	0
0	0
8	0
0	0
0	0
1	0
0	0
1	0
0	0
16	3
43	3
0	0
0	0
0	0
0	0
1	0
35	0
0	0
19	0
0	0
1	0
191	0
0	0
4	0
0	0
24	0
17	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
57	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
25	0
7	0
1647	2
0	0
0	0
0	0
0	0
7	0
0	0
8	0
0	0
0	0
0	0
84	0
0	0
3	0
0	0
0	0
0	0
27	0
9	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
11	0
2	0
1	0
0	0
0	0
16	0
0	0
8	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
16	0
16	0
3	0
0	0
3	0
0	0
26	0
0	0
0	0
0	0
0	0
3	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
42	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
4	0
0	0
5	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
23	0
472	0
0	0
0	0
1	0
2	0
0	0
